Date,Time,Defect Rate
8/29/2024,47:24.6,11%
8/29/2024,47:23.7,9%
8/29/2024,47:22.8,13%
8/29/2024,47:21.8,12%
8/29/2024,47:20.9,7%
8/29/2024,47:20.1,7%
8/29/2024,47:19.1,11%
8/29/2024,47:18.2,6%
8/29/2024,47:17.3,13%
8/29/2024,47:16.4,5%
8/29/2024,47:15.5,10%
8/29/2024,47:14.6,12%
8/29/2024,47:13.6,15%
8/29/2024,47:12.8,12%
8/29/2024,47:11.8,15%
8/29/2024,47:10.9,5%
8/29/2024,47:10.0,5%
8/29/2024,47:09.1,8%
8/29/2024,47:08.2,10%
8/29/2024,47:07.3,12%
8/29/2024,47:06.4,12%
8/29/2024,47:05.4,7%
8/29/2024,47:04.5,13%
8/29/2024,47:03.6,5%
8/29/2024,47:02.7,10%
8/29/2024,47:01.8,8%
8/29/2024,47:00.9,15%
8/29/2024,47:00.0,10%
8/29/2024,46:59.1,14%
8/29/2024,46:58.1,6%
8/29/2024,46:57.2,14%
8/29/2024,46:56.3,7%
8/29/2024,46:55.4,7%
8/29/2024,46:54.5,10%
8/29/2024,46:53.6,11%
8/29/2024,46:52.7,12%
8/29/2024,46:51.8,13%
8/29/2024,46:50.9,11%
8/29/2024,46:49.9,11%
8/29/2024,46:49.0,5%
8/29/2024,46:48.1,13%
8/29/2024,46:47.2,15%
8/29/2024,46:46.3,5%
8/29/2024,46:45.4,8%
8/29/2024,46:44.5,6%
8/29/2024,46:43.6,13%
8/29/2024,46:42.7,15%
8/29/2024,46:41.7,8%
8/29/2024,46:40.8,11%
8/29/2024,46:39.9,6%
8/29/2024,46:39.0,8%
8/29/2024,46:38.1,13%
8/29/2024,46:37.2,15%
8/29/2024,46:36.3,9%
8/29/2024,46:35.4,12%
8/29/2024,46:34.4,6%
8/29/2024,46:33.5,7%
8/29/2024,46:32.6,9%
8/29/2024,46:31.7,5%
8/29/2024,46:30.8,13%
8/29/2024,46:29.9,15%
8/29/2024,46:29.0,13%
8/29/2024,46:28.1,8%
8/29/2024,46:27.2,7%
8/29/2024,46:26.3,6%
8/29/2024,46:25.3,12%
8/29/2024,46:24.4,8%
8/29/2024,46:23.5,9%
8/29/2024,46:22.6,14%
8/29/2024,46:21.7,6%
8/29/2024,46:20.8,13%
8/29/2024,46:19.9,7%
8/29/2024,46:19.0,13%
8/29/2024,46:18.1,10%
8/29/2024,46:17.1,8%
8/29/2024,46:16.2,15%
8/29/2024,46:15.3,15%
8/29/2024,46:14.4,8%
8/29/2024,46:13.5,10%
8/29/2024,46:12.6,10%
8/29/2024,46:11.7,12%
8/29/2024,46:10.8,5%
8/29/2024,46:09.8,8%
8/29/2024,46:08.9,12%
8/29/2024,46:08.0,11%
8/29/2024,46:07.1,5%
8/29/2024,46:06.2,14%
8/29/2024,46:05.3,7%
8/29/2024,46:04.4,10%
8/29/2024,46:03.5,13%
8/29/2024,46:02.6,7%
8/29/2024,46:01.6,6%
8/29/2024,46:00.7,10%
8/29/2024,45:59.8,14%
8/29/2024,45:58.9,8%
8/29/2024,45:58.0,13%
8/29/2024,45:57.1,14%
8/29/2024,45:56.2,14%
8/29/2024,45:55.3,9%
8/29/2024,45:54.4,5%
8/29/2024,45:53.4,7%
8/29/2024,45:52.5,13%
8/29/2024,45:51.6,5%
8/29/2024,45:50.7,8%
8/29/2024,45:49.8,12%
8/29/2024,45:48.9,8%
8/29/2024,45:48.0,12%
8/29/2024,45:47.1,7%
8/29/2024,45:46.2,9%
8/29/2024,45:45.2,11%
8/29/2024,45:44.3,14%
8/29/2024,45:43.4,11%
8/29/2024,45:42.5,10%
8/29/2024,45:41.6,11%
8/29/2024,45:40.7,12%
8/29/2024,45:39.8,10%
8/29/2024,45:38.9,12%
8/29/2024,45:38.0,12%
8/29/2024,45:37.1,13%
8/29/2024,45:36.1,11%
8/29/2024,45:35.2,13%
8/29/2024,45:34.3,8%
8/29/2024,45:33.4,9%
8/29/2024,45:32.5,9%
8/29/2024,45:31.6,10%
8/29/2024,45:30.7,15%
8/29/2024,45:29.8,6%
8/29/2024,45:28.9,7%
8/29/2024,45:27.9,8%
8/29/2024,45:27.0,8%
8/29/2024,45:26.1,14%
8/29/2024,45:25.2,7%
8/29/2024,45:24.3,6%
8/29/2024,45:23.4,15%
8/29/2024,45:22.5,12%
8/29/2024,45:21.5,10%
8/29/2024,45:20.6,7%
8/29/2024,45:19.7,11%
8/29/2024,45:18.8,10%
8/29/2024,45:17.9,6%
8/29/2024,45:17.0,6%
8/29/2024,45:16.1,15%
8/29/2024,45:15.2,5%
8/29/2024,45:14.3,5%
8/29/2024,45:13.4,12%
8/29/2024,45:12.4,5%
8/29/2024,45:11.5,9%
8/29/2024,45:10.6,8%
8/29/2024,45:09.7,14%
8/29/2024,45:08.8,13%
8/29/2024,45:07.9,11%
8/29/2024,45:07.0,6%
8/29/2024,45:06.1,5%
8/29/2024,45:05.2,7%
8/29/2024,45:04.2,8%
8/29/2024,45:03.3,14%
8/29/2024,45:02.4,7%
8/29/2024,45:01.5,13%
8/29/2024,45:00.6,15%
8/29/2024,44:59.7,13%
8/29/2024,44:58.8,10%
8/29/2024,44:57.9,15%
8/29/2024,44:56.9,14%
8/29/2024,44:56.1,7%
8/29/2024,44:55.1,14%
8/29/2024,44:54.2,14%
8/29/2024,44:53.3,5%
8/29/2024,44:52.4,9%
8/29/2024,44:51.5,5%
8/29/2024,44:50.6,9%
8/29/2024,44:49.6,13%
8/29/2024,44:48.7,12%
8/29/2024,44:47.8,15%
8/29/2024,44:46.9,8%
8/29/2024,44:46.0,13%
8/29/2024,44:45.1,10%
8/29/2024,44:44.2,10%
8/29/2024,44:43.3,13%
8/29/2024,44:42.4,8%
8/29/2024,44:41.7,6%
8/29/2024,44:40.6,9%
8/29/2024,44:39.7,9%
8/29/2024,44:38.7,10%
8/29/2024,44:37.8,11%
8/29/2024,44:36.9,5%
8/29/2024,44:36.0,15%
8/29/2024,44:35.1,13%
8/29/2024,44:34.2,10%
8/29/2024,44:33.3,14%
8/29/2024,44:32.3,14%
8/29/2024,44:31.4,5%
8/29/2024,44:30.5,15%
8/29/2024,44:29.6,15%
8/29/2024,44:28.7,10%
8/29/2024,44:27.8,9%
8/29/2024,44:26.9,13%
8/29/2024,44:26.0,14%
8/29/2024,44:25.1,12%
8/29/2024,44:24.1,13%
8/29/2024,44:23.2,13%
8/29/2024,44:22.3,9%
8/29/2024,44:21.4,7%
8/29/2024,44:20.5,5%
8/29/2024,44:19.6,14%
8/29/2024,44:18.7,12%
8/29/2024,44:17.8,10%
8/29/2024,44:16.8,11%
8/29/2024,44:15.9,7%
8/29/2024,44:14.1,13%
8/29/2024,44:13.2,12%
8/29/2024,44:12.3,14%
8/29/2024,44:11.4,13%
8/29/2024,44:10.5,9%
8/29/2024,44:09.5,5%
8/29/2024,44:08.6,9%
8/29/2024,44:07.7,5%
8/29/2024,44:06.8,9%
8/29/2024,44:05.9,7%
8/29/2024,44:05.0,7%
8/29/2024,44:04.1,13%
8/29/2024,44:03.2,14%
8/29/2024,44:02.4,6%
8/29/2024,44:01.3,6%
8/29/2024,44:00.4,14%
8/29/2024,43:59.5,14%
8/29/2024,43:58.6,13%
8/29/2024,43:57.7,8%
8/29/2024,43:56.8,9%
8/29/2024,43:55.9,6%
8/29/2024,43:55.0,15%
8/29/2024,43:54.1,10%
8/29/2024,43:53.1,8%
8/29/2024,43:52.2,8%
8/29/2024,43:51.3,11%
8/29/2024,43:50.4,14%
8/29/2024,43:49.5,8%
8/29/2024,43:48.6,7%
8/29/2024,43:47.7,6%
8/29/2024,43:46.8,6%
8/29/2024,43:45.8,15%
8/29/2024,43:44.9,8%
8/29/2024,43:44.0,13%
8/29/2024,43:43.1,9%
8/29/2024,43:42.2,12%
8/29/2024,43:41.3,10%
8/29/2024,43:40.4,13%
8/29/2024,43:39.5,13%
8/29/2024,43:38.5,10%
8/29/2024,43:37.6,9%
8/29/2024,43:36.7,12%
8/29/2024,43:35.8,13%
8/29/2024,43:34.9,10%
8/29/2024,43:34.0,6%
8/29/2024,43:33.1,5%
8/29/2024,43:32.2,14%
8/29/2024,43:31.3,14%
8/29/2024,43:30.3,5%
8/29/2024,43:29.4,15%
8/29/2024,43:28.5,5%
8/29/2024,43:27.6,6%
8/29/2024,43:26.7,9%
8/29/2024,43:25.8,10%
8/29/2024,43:24.9,10%
8/29/2024,43:24.0,6%
8/29/2024,43:23.1,5%
8/29/2024,43:22.1,9%
8/29/2024,43:21.2,12%
8/29/2024,43:20.3,10%
8/29/2024,43:19.4,13%
8/29/2024,43:18.5,10%
8/29/2024,43:17.6,14%
8/29/2024,43:16.7,15%
8/29/2024,43:15.8,9%
8/29/2024,43:14.9,7%
8/29/2024,43:14.0,7%
8/29/2024,43:13.0,13%
8/29/2024,43:12.1,9%
8/29/2024,43:11.2,6%
8/29/2024,43:10.3,13%
8/29/2024,43:09.4,14%
8/29/2024,43:08.5,15%
8/29/2024,43:07.6,10%
8/29/2024,43:06.7,15%
8/29/2024,43:05.7,13%
8/29/2024,43:04.8,7%
8/29/2024,43:03.9,15%
8/29/2024,43:03.0,9%
8/29/2024,43:02.1,12%
8/29/2024,43:01.2,15%
8/29/2024,43:00.3,14%
8/29/2024,42:59.4,8%
8/29/2024,42:58.4,6%
8/29/2024,42:57.5,6%
8/29/2024,42:56.7,6%
8/29/2024,42:55.7,7%
8/29/2024,42:54.8,7%
8/29/2024,42:53.9,12%
8/29/2024,42:53.0,6%
8/29/2024,42:52.1,13%
8/29/2024,42:51.2,7%
8/29/2024,42:50.2,5%
8/29/2024,42:49.4,12%
8/29/2024,42:48.4,15%
8/29/2024,42:47.5,11%
8/29/2024,42:46.6,9%
8/29/2024,42:45.7,12%
8/29/2024,42:44.8,9%
8/29/2024,42:43.9,15%
8/29/2024,42:43.0,8%
8/29/2024,42:42.0,9%
8/29/2024,42:41.1,8%
8/29/2024,42:40.3,5%
8/29/2024,42:39.3,7%
8/29/2024,42:38.4,6%
8/29/2024,42:37.5,9%
8/29/2024,42:36.6,6%
8/29/2024,42:35.7,13%
8/29/2024,42:34.8,15%
8/29/2024,42:33.8,5%
8/29/2024,42:32.9,15%
8/29/2024,42:32.0,14%
8/29/2024,42:31.1,15%
8/29/2024,42:30.2,10%
8/29/2024,42:29.3,7%
8/29/2024,42:28.4,7%
8/29/2024,42:27.5,13%
8/29/2024,42:26.6,8%
8/29/2024,42:25.6,7%
8/29/2024,42:24.7,7%
8/29/2024,42:23.8,6%
8/29/2024,42:22.9,9%
8/29/2024,42:22.0,14%
8/29/2024,42:21.1,7%
8/29/2024,42:20.2,13%
8/29/2024,42:19.3,8%
8/29/2024,42:18.4,5%
8/29/2024,42:17.4,6%
8/29/2024,42:16.5,7%
8/29/2024,42:15.6,10%
8/29/2024,42:14.7,6%
8/29/2024,42:13.8,7%
8/29/2024,42:12.9,13%
8/29/2024,42:12.0,8%
8/29/2024,42:11.1,11%
8/29/2024,42:10.1,9%
8/29/2024,42:09.2,5%
8/29/2024,42:08.3,14%
8/29/2024,42:07.5,13%
8/29/2024,42:06.5,9%
8/29/2024,42:05.6,14%
8/29/2024,42:04.7,6%
8/29/2024,42:03.8,8%
8/29/2024,42:02.9,7%
8/29/2024,42:01.9,7%
8/29/2024,42:01.0,8%
8/29/2024,42:00.1,5%
8/29/2024,41:59.2,14%
8/29/2024,41:58.3,13%
8/29/2024,41:57.4,7%
8/29/2024,41:56.5,14%
8/29/2024,41:55.6,9%
8/29/2024,41:54.7,5%
8/29/2024,41:53.7,10%
8/29/2024,41:52.8,10%
8/29/2024,41:52.0,11%
8/29/2024,41:51.0,11%
8/29/2024,41:50.1,9%
8/29/2024,41:49.2,9%
8/29/2024,41:48.4,7%
8/29/2024,41:47.4,5%
8/29/2024,41:46.4,5%
8/29/2024,41:45.5,7%
8/29/2024,41:44.6,14%
8/29/2024,41:43.7,14%
8/29/2024,41:42.8,12%
8/29/2024,41:41.9,14%
8/29/2024,41:41.0,5%
8/29/2024,41:40.1,13%
8/29/2024,41:39.2,7%
8/29/2024,41:38.2,6%
8/29/2024,41:37.4,12%
8/29/2024,41:36.4,12%
8/29/2024,41:35.7,5%
8/29/2024,41:34.6,13%
8/29/2024,41:33.7,13%
8/29/2024,41:32.8,10%
8/29/2024,41:31.9,6%
8/29/2024,41:31.1,5%
8/29/2024,41:30.1,12%
8/29/2024,41:29.1,9%
8/29/2024,41:28.2,6%
8/29/2024,41:27.3,10%
8/29/2024,41:26.4,15%
8/29/2024,41:25.5,9%
8/29/2024,41:24.6,9%
8/29/2024,41:23.7,5%
8/29/2024,41:22.8,15%
8/29/2024,41:21.8,12%
8/29/2024,41:20.9,8%
8/29/2024,41:20.0,11%
8/29/2024,41:19.3,15%
8/29/2024,41:18.2,7%
8/29/2024,41:17.3,14%
8/29/2024,41:16.4,14%
8/29/2024,41:15.5,8%
8/29/2024,41:14.6,6%
8/29/2024,41:13.6,14%
8/29/2024,41:12.7,10%
8/29/2024,41:11.8,13%
8/29/2024,41:10.9,8%
8/29/2024,41:10.0,8%
8/29/2024,41:09.1,14%
8/29/2024,41:08.2,12%
8/29/2024,41:07.3,14%
8/29/2024,41:06.4,13%
8/29/2024,41:05.4,12%
8/29/2024,41:04.5,14%
8/29/2024,41:03.6,8%
8/29/2024,41:02.7,9%
8/29/2024,41:01.8,13%
8/29/2024,41:00.9,14%
8/29/2024,41:00.0,5%
8/29/2024,40:59.1,10%
8/29/2024,40:58.1,9%
8/29/2024,40:57.2,7%
8/29/2024,40:56.3,11%
8/29/2024,40:55.4,9%
8/29/2024,40:54.5,13%
8/29/2024,40:53.6,15%
8/29/2024,40:52.7,13%
8/29/2024,40:51.8,14%
8/29/2024,40:50.9,14%
8/29/2024,40:49.9,14%
8/29/2024,40:49.0,15%
8/29/2024,40:48.1,14%
8/29/2024,40:47.2,11%
8/29/2024,40:46.3,12%
8/29/2024,40:45.4,6%
8/29/2024,40:44.6,12%
8/29/2024,40:43.7,10%
8/29/2024,40:42.6,14%
8/29/2024,40:41.7,15%
8/29/2024,40:40.8,8%
8/29/2024,40:40.1,8%
8/29/2024,40:39.0,8%
8/29/2024,40:38.1,14%
8/29/2024,40:37.2,14%
8/29/2024,40:36.3,9%
8/29/2024,40:35.4,12%
8/29/2024,40:34.4,5%
8/29/2024,40:33.5,13%
8/29/2024,40:32.6,5%
8/29/2024,40:31.7,11%
8/29/2024,40:30.8,7%
8/29/2024,40:29.9,5%
8/29/2024,40:29.0,10%
8/29/2024,40:28.1,8%
8/29/2024,40:27.2,10%
8/29/2024,40:26.2,11%
8/29/2024,40:25.3,5%
8/29/2024,40:24.4,8%
8/29/2024,40:23.5,15%
8/29/2024,40:22.6,5%
8/29/2024,40:21.7,13%
8/29/2024,40:20.8,15%
8/29/2024,40:19.9,8%
8/29/2024,40:19.0,13%
8/29/2024,40:18.0,15%
8/29/2024,40:17.2,12%
8/29/2024,40:16.2,13%
8/29/2024,40:15.3,14%
8/29/2024,40:14.4,14%
8/29/2024,40:13.5,14%
8/29/2024,40:12.6,9%
8/29/2024,40:11.7,8%
8/29/2024,40:10.8,12%
8/29/2024,40:09.9,11%
8/29/2024,40:08.9,13%
8/29/2024,40:08.0,5%
8/29/2024,40:07.1,9%
8/29/2024,40:06.2,5%
8/29/2024,40:05.3,14%
8/29/2024,40:04.5,8%
8/29/2024,40:03.6,7%
8/29/2024,40:02.5,13%
8/29/2024,40:01.6,10%
8/29/2024,40:00.7,6%
8/29/2024,39:59.8,10%
8/29/2024,39:58.9,6%
8/29/2024,39:58.0,9%
8/29/2024,39:57.1,5%
8/29/2024,39:56.2,6%
8/29/2024,39:55.3,15%
8/29/2024,39:54.4,7%
8/29/2024,39:53.5,10%
8/29/2024,39:52.5,8%
8/29/2024,39:51.6,10%
8/29/2024,39:50.7,9%
8/29/2024,39:49.8,9%
8/29/2024,39:48.9,8%
8/29/2024,39:48.0,13%
8/29/2024,39:47.1,11%
8/29/2024,39:46.3,9%
8/29/2024,39:45.2,5%
8/29/2024,39:44.3,9%
8/29/2024,39:43.4,5%
8/29/2024,39:42.5,12%
8/29/2024,39:41.6,11%
8/29/2024,39:40.7,11%
8/29/2024,39:39.8,11%
8/29/2024,39:38.9,13%
8/29/2024,39:37.9,10%
8/29/2024,39:37.0,6%
8/29/2024,39:36.1,7%
8/29/2024,39:35.2,14%
8/29/2024,39:34.3,13%
8/29/2024,39:33.4,6%
8/29/2024,39:32.5,8%
8/29/2024,39:31.6,12%
8/29/2024,39:30.7,15%
8/29/2024,39:29.7,11%
8/29/2024,39:28.8,7%
8/29/2024,39:27.9,9%
8/29/2024,39:27.0,9%
8/29/2024,39:26.1,14%
8/29/2024,39:25.2,6%
8/29/2024,39:24.3,9%
8/29/2024,39:23.4,11%
8/29/2024,39:22.4,12%
8/29/2024,39:21.5,9%
8/29/2024,39:20.6,6%
8/29/2024,39:19.7,9%
8/29/2024,39:18.8,10%
8/29/2024,39:17.9,9%
8/29/2024,39:17.0,8%
8/29/2024,39:16.1,11%
8/29/2024,39:15.2,14%
8/29/2024,39:14.2,10%
8/29/2024,39:13.3,13%
8/29/2024,39:12.4,7%
8/29/2024,39:11.5,6%
8/29/2024,39:10.6,7%
8/29/2024,39:09.9,9%
8/29/2024,39:08.8,14%
8/29/2024,39:07.9,8%
8/29/2024,39:07.0,7%
8/29/2024,39:06.0,7%
8/29/2024,39:05.1,8%
8/29/2024,39:04.2,6%
8/29/2024,39:03.3,8%
8/29/2024,39:02.4,6%
8/29/2024,39:01.5,13%
8/29/2024,39:00.6,7%
8/29/2024,38:59.7,7%
8/29/2024,38:58.8,6%
8/29/2024,38:57.8,9%
8/29/2024,38:57.0,14%
8/29/2024,38:56.0,9%
8/29/2024,38:55.1,11%
8/29/2024,38:54.2,15%
8/29/2024,38:53.3,6%
8/29/2024,38:52.4,11%
8/29/2024,38:51.5,8%
8/29/2024,38:50.6,14%
8/29/2024,38:49.6,5%
8/29/2024,38:48.7,14%
8/29/2024,38:47.8,5%
8/29/2024,38:46.9,13%
8/29/2024,38:46.0,5%
8/29/2024,38:45.1,7%
8/29/2024,38:44.2,6%
8/29/2024,38:43.3,6%
8/29/2024,38:42.4,11%
8/29/2024,38:41.4,8%
8/29/2024,38:40.6,9%
8/29/2024,38:39.6,10%
8/29/2024,38:38.7,12%
8/29/2024,38:37.8,9%
8/29/2024,38:36.9,6%
8/29/2024,38:36.0,15%
8/29/2024,38:35.1,13%
8/29/2024,38:34.1,10%
8/29/2024,38:33.2,6%
8/29/2024,38:32.3,8%
8/29/2024,38:31.4,15%
8/29/2024,38:30.5,14%
8/29/2024,38:29.6,6%
8/29/2024,38:28.7,5%
8/29/2024,38:27.8,6%
8/29/2024,38:26.9,5%
8/29/2024,38:25.9,13%
8/29/2024,38:25.0,14%
8/29/2024,38:24.1,9%
8/29/2024,38:23.2,7%
8/29/2024,38:22.3,7%
8/29/2024,38:21.4,15%
8/29/2024,38:20.5,9%
8/29/2024,38:19.6,8%
8/29/2024,38:18.7,9%
8/29/2024,38:17.7,12%
8/29/2024,38:16.8,9%
8/29/2024,38:15.9,9%
8/29/2024,38:15.2,13%
8/29/2024,38:14.1,5%
8/29/2024,38:13.2,5%
8/29/2024,38:12.3,14%
8/29/2024,38:11.4,12%
8/29/2024,38:10.4,15%
8/29/2024,38:09.5,13%
8/29/2024,38:08.6,11%
8/29/2024,38:07.7,8%
8/29/2024,38:06.8,5%
8/29/2024,38:05.9,7%
8/29/2024,38:05.0,6%
8/29/2024,38:04.1,6%
8/29/2024,38:03.2,14%
8/29/2024,38:02.2,12%
8/29/2024,38:01.3,14%
8/29/2024,38:00.4,12%
8/29/2024,37:59.5,11%
8/29/2024,37:58.6,15%
8/29/2024,37:57.7,10%
8/29/2024,37:56.8,12%
8/29/2024,37:55.9,13%
8/29/2024,37:55.0,14%
8/29/2024,37:54.0,9%
8/29/2024,37:53.1,13%
8/29/2024,37:52.2,12%
8/29/2024,37:51.3,10%
8/29/2024,37:50.4,9%
8/29/2024,37:49.5,5%
8/29/2024,37:48.6,10%
8/29/2024,37:47.7,15%
8/29/2024,37:46.8,7%
8/29/2024,37:45.9,10%
8/29/2024,37:44.9,10%
8/29/2024,37:44.0,5%
8/29/2024,37:43.1,15%
8/29/2024,37:42.2,8%
8/29/2024,37:41.3,9%
8/29/2024,37:40.4,11%
8/29/2024,37:39.5,6%
8/29/2024,37:38.6,11%
8/29/2024,37:37.6,13%
8/29/2024,37:36.7,11%
8/29/2024,37:35.8,10%
8/29/2024,37:34.9,8%
8/29/2024,37:34.2,5%
8/29/2024,37:33.1,15%
8/29/2024,37:32.2,15%
8/29/2024,37:31.2,5%
8/29/2024,37:30.4,7%
8/29/2024,37:29.4,8%
8/29/2024,37:28.6,12%
8/29/2024,37:27.6,14%
8/29/2024,37:26.7,14%
8/29/2024,37:25.8,6%
8/29/2024,37:24.9,12%
8/29/2024,37:24.0,6%
8/29/2024,37:23.1,12%
8/29/2024,37:22.2,5%
8/29/2024,37:21.2,6%
8/29/2024,37:20.3,8%
8/29/2024,37:19.4,8%
8/29/2024,37:18.5,10%
8/29/2024,37:17.6,10%
8/29/2024,37:16.7,14%
8/29/2024,37:15.8,5%
8/29/2024,37:14.9,7%
8/29/2024,37:13.9,12%
8/29/2024,37:13.0,10%
8/29/2024,37:12.1,7%
8/29/2024,37:11.2,6%
8/29/2024,37:10.3,8%
8/29/2024,37:09.4,13%
8/29/2024,37:08.5,8%
8/29/2024,37:07.6,11%
8/29/2024,37:06.7,6%
8/29/2024,37:05.7,14%
8/29/2024,37:04.8,12%
8/29/2024,37:03.9,9%
8/29/2024,37:03.0,15%
8/29/2024,37:02.1,12%
8/29/2024,37:01.2,12%
8/29/2024,37:00.3,5%
8/29/2024,36:59.4,13%
8/29/2024,36:58.4,14%
8/29/2024,36:57.5,14%
8/29/2024,36:56.6,8%
8/29/2024,36:55.7,7%
8/29/2024,36:54.8,10%
8/29/2024,36:53.9,9%
8/29/2024,36:53.2,12%
8/29/2024,36:52.1,15%
8/29/2024,36:51.2,15%
8/29/2024,36:50.2,6%
8/29/2024,36:49.3,13%
8/29/2024,36:48.4,14%
8/29/2024,36:47.5,7%
8/29/2024,36:46.6,11%
8/29/2024,36:45.7,10%
8/29/2024,36:44.8,10%
8/29/2024,36:44.0,15%
8/29/2024,36:42.9,13%
8/29/2024,36:42.0,14%
8/29/2024,36:41.1,9%
8/29/2024,36:40.2,9%
8/29/2024,36:39.3,11%
8/29/2024,36:38.4,8%
8/29/2024,36:37.5,12%
8/29/2024,36:36.6,11%
8/29/2024,36:35.7,15%
8/29/2024,36:34.8,13%
8/29/2024,36:33.8,15%
8/29/2024,36:32.9,12%
8/29/2024,36:32.0,12%
8/29/2024,36:31.1,7%
8/29/2024,36:30.2,8%
8/29/2024,36:29.3,14%
8/29/2024,36:28.4,8%
8/29/2024,36:27.5,8%
8/29/2024,36:26.6,13%
8/29/2024,36:25.6,10%
8/29/2024,36:24.7,15%
8/29/2024,36:23.8,7%
8/29/2024,36:22.9,11%
8/29/2024,36:22.0,13%
8/29/2024,36:21.2,6%
8/29/2024,36:20.2,11%
8/29/2024,36:19.2,13%
8/29/2024,36:18.3,12%
8/29/2024,36:17.4,11%
8/29/2024,36:16.7,11%
8/29/2024,36:15.6,10%
8/29/2024,36:14.7,7%
8/29/2024,35:15.3,14%
8/29/2024,35:14.4,6%
8/29/2024,35:13.6,8%
8/29/2024,35:12.5,12%
8/29/2024,35:11.6,8%
8/29/2024,35:10.7,9%
8/29/2024,35:09.8,9%
8/29/2024,35:08.9,7%
8/29/2024,35:08.0,12%
8/29/2024,35:07.1,8%
8/29/2024,35:06.2,5%
8/29/2024,35:05.3,5%
8/29/2024,35:04.5,13%
8/29/2024,35:03.4,5%
8/29/2024,35:02.5,8%
8/29/2024,35:01.6,11%
8/29/2024,35:00.7,15%
8/29/2024,34:59.8,11%
8/29/2024,34:58.9,14%
8/29/2024,34:58.0,7%
8/29/2024,34:57.1,14%
8/29/2024,34:56.1,11%
8/29/2024,34:55.2,12%
8/29/2024,34:54.3,5%
8/29/2024,34:53.4,5%
8/29/2024,34:52.5,8%
8/29/2024,34:51.6,6%
8/29/2024,34:50.7,13%
8/29/2024,34:49.8,14%
8/29/2024,34:48.8,10%
8/29/2024,34:47.9,6%
8/29/2024,34:47.0,8%
8/29/2024,34:46.2,8%
8/29/2024,34:45.2,12%
8/29/2024,34:44.3,6%
8/29/2024,34:43.4,15%
8/29/2024,34:42.5,14%
8/29/2024,34:41.6,7%
8/29/2024,34:40.6,6%
8/29/2024,34:39.8,5%
8/29/2024,34:38.8,15%
8/29/2024,34:37.9,8%
8/29/2024,34:37.0,8%
8/29/2024,34:36.1,8%
8/29/2024,34:35.2,5%
8/29/2024,34:34.3,11%
8/29/2024,34:33.4,14%
8/29/2024,34:32.5,6%
8/29/2024,34:31.5,9%
8/29/2024,34:30.7,9%
8/29/2024,34:29.7,5%
8/29/2024,34:28.8,5%
8/29/2024,34:27.9,13%
8/29/2024,34:27.0,15%
8/29/2024,34:26.1,6%
8/29/2024,34:25.2,5%
8/29/2024,34:24.2,11%
8/29/2024,34:23.4,8%
8/29/2024,34:22.4,11%
8/29/2024,34:21.5,6%
8/29/2024,34:20.6,8%
8/29/2024,34:19.7,6%
8/29/2024,34:18.8,6%
8/29/2024,34:17.9,14%
8/29/2024,34:17.0,10%
8/29/2024,34:16.1,5%
8/29/2024,34:15.1,10%
8/29/2024,34:14.3,5%
8/29/2024,34:13.3,7%
8/29/2024,34:12.4,12%
8/29/2024,34:11.5,5%
8/29/2024,34:10.6,15%
8/29/2024,34:09.8,13%
8/29/2024,34:08.7,9%
8/29/2024,34:07.8,10%
8/29/2024,34:06.9,13%
8/29/2024,34:06.0,12%
8/29/2024,34:05.1,10%
8/29/2024,34:04.2,7%
8/29/2024,34:03.3,8%
8/29/2024,34:02.4,14%
8/29/2024,34:01.5,9%
8/29/2024,34:00.5,8%
8/29/2024,33:59.6,8%
8/29/2024,33:58.7,15%
8/29/2024,33:57.8,15%
8/29/2024,33:56.9,8%
8/29/2024,33:56.2,8%
8/29/2024,33:55.1,15%
8/29/2024,33:54.2,11%
8/29/2024,33:53.2,13%
8/29/2024,33:42.8,13%
8/29/2024,33:41.9,8%
8/29/2024,33:41.0,15%
8/29/2024,33:40.1,12%
8/29/2024,33:39.2,14%
8/29/2024,33:38.3,10%
8/29/2024,33:37.4,14%
8/29/2024,33:36.4,14%
8/29/2024,33:35.6,5%
8/29/2024,33:34.6,12%
8/29/2024,33:33.7,10%
8/29/2024,33:32.8,13%
8/29/2024,33:31.9,8%
8/29/2024,33:31.0,5%
8/29/2024,33:30.1,8%
8/29/2024,33:29.2,10%
8/29/2024,33:28.3,8%
8/29/2024,33:27.3,15%
8/29/2024,33:26.4,10%
8/29/2024,33:25.5,8%
8/29/2024,33:24.6,9%
8/29/2024,33:23.7,14%
8/29/2024,33:22.8,5%
8/29/2024,33:21.9,15%
8/29/2024,33:20.9,12%
8/29/2024,33:20.0,12%
8/29/2024,33:19.1,13%
8/29/2024,33:18.2,15%
8/29/2024,33:17.3,12%
8/29/2024,33:16.4,9%
8/29/2024,33:15.5,5%
8/29/2024,33:14.6,15%
8/29/2024,33:13.7,14%
8/29/2024,33:12.8,5%
8/29/2024,33:11.8,12%
8/29/2024,33:10.9,5%
8/29/2024,33:10.2,7%
8/29/2024,33:09.1,14%
8/29/2024,33:08.2,9%
8/29/2024,33:07.3,15%
8/29/2024,33:06.4,13%
8/29/2024,33:05.5,13%
8/29/2024,33:04.5,10%
8/29/2024,33:03.6,8%
8/29/2024,33:02.7,5%
8/29/2024,33:01.8,7%
8/29/2024,33:00.9,12%
8/29/2024,33:00.0,12%
